CHAP 171116/1756 27.05°S 52.60°W
Pres, Altura, Tempe, Orvalho, DireçãoVento,  Velocidade 
37.20, 22474.20, -61.36, -87.70, 61.80, 10.63
37.17, 22479.01, -61.39, -87.70, 62.40, 10.48
37.14, 22483.98, -61.41, -87.71, 63.04, 10.32
37.11, 22489.14, -61.44, -87.71, 63.71, 10.14
37.08, 22494.35, -61.47, -87.71, 64.41, 9.96
37.05, 22499.46, -61.49, -87.71, 65.14, 9.76
37.02, 22504.41, -61.51, -87.70, 65.88, 9.56
36.99, 22509.20, -61.53, -87.70, 66.62, 9.34
36.96, 22513.81, -61.55, -87.70, 67.37, 9.13
36.94, 22518.30, -61.57, -87.70, 68.12, 8.91
36.91, 22523.10, -61.59, -87.70, 68.85, 8.68
36.88, 22528.57, -61.61, -87.71, 69.56, 8.45
36.84, 22534.39, -61.63, -87.71, 70.26, 8.21
36.81, 22540.02, -61.66, -87.72, 70.93, 7.98
36.77, 22545.24, -61.69, -87.73, 71.57, 7.73
36.75, 22550.03, -61.71, -87.74, 72.17, 7.49
36.72, 22554.77, -61.74, -87.76, 72.75, 7.24
36.69, 22559.88, -61.76, -87.77, 73.28, 6.99
36.66, 22565.45, -61.78, -87.78, 73.79, 6.74
36.62, 22571.46, -61.79, -87.79, 74.26, 6.48
36.58, 22577.83, -61.80, -87.80, 74.68, 6.23
36.54, 22584.12, -61.80, -87.80, 75.06, 5.97
36.51, 22590.04, -61.79, -87.79, 75.40, 5.72
36.48, 22595.63, -61.78, -87.79, 75.69, 5.47
36.45, 22600.91, -61.77, -87.78, 75.95, 5.23
36.42, 22606.00, -61.76, -87.78, 76.18, 4.99
36.39, 22611.29, -61.76, -87.78, 76.38, 4.76
36.35, 22617.09, -61.76, -87.79, 76.56, 4.54
36.32, 22623.41, -61.77, -87.80, 76.70, 4.32
36.28, 22630.07, -61.78, -87.81, 76.82, 4.11
36.23, 22636.58, -61.80, -87.82, 76.92, 3.92
36.20, 22642.46, -61.82, -87.84, 76.99, 3.73
36.18, 22647.96, -61.85, -87.86, 77.04, 3.56
36.14, 22653.93, -61.87, -87.88, 77.06, 3.39
36.10, 22660.68, -61.90, -87.90, 77.05, 3.24
36.05, 22667.67, -61.92, -87.92, 77.01, 3.11
36.02, 22674.37, -61.95, -87.94, 76.95, 2.99
35.98, 22680.58, -61.97, -87.95, 76.87, 2.89
35.95, 22686.35, -61.98, -87.96, 76.79, 2.81
35.91, 22691.74, -62.00, -87.97, 76.70, 2.74
35.88, 22696.64, -62.01, -87.97, 76.61, 2.69
35.87, 22701.60, -62.02, -87.98, 76.52, 2.66
35.83, 22707.63, -62.03, -87.99, 76.44, 2.65
35.78, 22714.91, -62.05, -88.00, 76.39, 2.65
35.73, 22722.54, -62.07, -88.01, 76.38, 2.67
35.69, 22729.63, -62.09, -88.02, 76.39, 2.71
35.66, 22736.06, -62.11, -88.04, 76.44, 2.76
35.63, 22742.22, -62.13, -88.05, 76.53, 2.82
35.59, 22748.49, -62.14, -88.06, 76.67, 2.90
35.55, 22755.01, -62.15, -88.07, 76.86, 3.00
35.51, 22761.67, -62.16, -88.07, 77.09, 3.10
35.47, 22768.24, -62.16, -88.07, 77.33, 3.22
35.44, 22774.64, -62.16, -88.07, 77.57, 3.35
35.40, 22780.85, -62.16, -88.07, 77.80, 3.48
35.37, 22786.90, -62.15, -88.07, 78.02, 3.63
35.34, 22793.03, -62.15, -88.06, 78.23, 3.78
35.30, 22799.52, -62.15, -88.06, 78.42, 3.94
35.26, 22806.27, -62.14, -88.06, 78.58, 4.10
35.22, 22812.85, -62.13, -88.05, 78.69, 4.27
35.18, 22818.93, -62.13, -88.05, 78.75, 4.44
35.15, 22824.64, -62.13, -88.04, 78.76, 4.61
35.12, 22830.29, -62.13, -88.04, 78.71, 4.78
35.09, 22835.98, -62.14, -88.05, 78.60, 4.95
35.06, 22841.87, -62.15, -88.05, 78.41, 5.11
35.02, 22848.26, -62.17, -88.07, 78.15, 5.28
34.98, 22855.06, -62.19, -88.08, 77.81, 5.44
34.95, 22862.19, -62.22, -88.10, 77.40, 5.60
34.90, 22869.87, -62.25, -88.13, 76.91, 5.75
34.85, 22877.72, -62.29, -88.15, 76.36, 5.90
34.81, 22885.19, -62.33, -88.18, 75.74, 6.04
34.77, 22892.13, -62.36, -88.21, 75.05, 6.18
34.73, 22898.59, -62.40, -88.23, 74.30, 6.32
34.70, 22904.59, -62.43, -88.26, 73.49, 6.44
34.67, 22910.09, -62.46, -88.28, 72.64, 6.57
34.64, 22915.27, -62.48, -88.30, 71.77, 6.69
34.61, 22920.64, -62.50, -88.32, 70.88, 6.80
34.58, 22926.51, -62.51, -88.34, 69.99, 6.92
34.54, 22932.89, -62.52, -88.35, 69.10, 7.03
34.50, 22939.74, -62.52, -88.36, 68.22, 7.13
34.46, 22946.92, -62.50, -88.36, 67.38, 7.23
34.42, 22954.17, -62.49, -88.35, 66.58, 7.33
34.38, 22961.24, -62.46, -88.35, 65.84, 7.43
34.34, 22968.09, -62.43, -88.33, 65.16, 7.51
34.31, 22974.78, -62.40, -88.32, 64.55, 7.60
34.27, 22981.34, -62.37, -88.30, 64.01, 7.68
34.24, 22987.84, -62.33, -88.29, 63.55, 7.75
34.20, 22994.34, -62.30, -88.27, 63.18, 7.81
34.16, 23000.81, -62.27, -88.25, 62.91, 7.87
34.13, 23007.27, -62.24, -88.24, 62.74, 7.93
34.09, 23013.82, -62.22, -88.23, 62.66, 7.97
34.05, 23020.50, -62.20, -88.21, 62.67, 8.01
34.02, 23027.30, -62.18, -88.21, 62.79, 8.04
33.98, 23034.20, -62.18, -88.20, 63.00, 8.07
33.94, 23041.07, -62.17, -88.19, 63.31, 8.08
33.90, 23047.82, -62.18, -88.19, 63.72, 8.09
33.87, 23054.52, -62.19, -88.19, 64.21, 8.09
33.83, 23061.30, -62.20, -88.20, 64.78, 8.08
33.79, 23068.35, -62.22, -88.20, 65.41, 8.06
33.75, 23075.77, -62.25, -88.21, 66.10, 8.04
33.71, 23083.18, -62.28, -88.22, 66.85, 8.00
33.67, 23089.88, -62.32, -88.24, 67.65, 7.96
33.64, 23095.68, -62.35, -88.25, 68.49, 7.92
33.62, 23101.19, -62.39, -88.27, 69.37, 7.86
33.58, 23106.98, -62.43, -88.28, 70.27, 7.81
33.55, 23113.18, -62.47, -88.29, 71.21, 7.74
33.51, 23119.55, -62.50, -88.31, 72.18, 7.68
33.48, 23125.96, -62.53, -88.32, 73.17, 7.60
33.44, 23132.58, -62.55, -88.32, 74.19, 7.53
33.40, 23139.58, -62.57, -88.32, 75.23, 7.45
33.36, 23146.73, -62.58, -88.32, 76.27, 7.37
33.33, 23153.74, -62.58, -88.31, 77.31, 7.28
33.29, 23160.46, -62.58, -88.30, 78.34, 7.20
33.25, 23166.79, -62.58, -88.29, 79.37, 7.11
33.22, 23172.87, -62.58, -88.28, 80.39, 7.03
33.19, 23179.00, -62.58, -88.28, 81.39, 6.95
33.16, 23185.44, -62.59, -88.28, 82.35, 6.87
33.12, 23192.14, -62.60, -88.28, 83.28, 6.80
33.08, 23198.81, -62.61, -88.28, 84.17, 6.73
33.05, 23205.20, -62.62, -88.28, 85.01, 6.67
33.02, 23211.26, -62.64, -88.29, 85.80, 6.61
32.99, 23217.17, -62.65, -88.29, 86.54, 6.56
32.95, 23223.15, -62.67, -88.30, 87.21, 6.51
32.92, 23229.22, -62.68, -88.30, 87.81, 6.47
32.89, 23235.29, -62.70, -88.31, 88.32, 6.44
32.86, 23241.36, -62.72, -88.32, 88.76, 6.40
32.82, 23247.41, -62.73, -88.33, 89.10, 6.38
32.79, 23253.35, -62.75, -88.34, 89.34, 6.36
32.76, 23259.17, -62.77, -88.35, 89.49, 6.34
32.73, 23264.93, -62.79, -88.36, 89.54, 6.32
32.70, 23270.75, -62.81, -88.37, 89.49, 6.30
32.67, 23276.78, -62.83, -88.38, 89.34, 6.29
32.63, 23283.13, -62.86, -88.40, 89.11, 6.28
32.60, 23289.68, -62.88, -88.41, 88.79, 6.26
32.56, 23296.21, -62.90, -88.43, 88.40, 6.25
32.53, 23302.62, -62.92, -88.44, 87.95, 6.23
32.50, 23308.99, -62.93, -88.45, 87.43, 6.21
32.46, 23315.32, -62.94, -88.46, 86.86, 6.19
32.43, 23321.58, -62.95, -88.47, 86.24, 6.16
32.40, 23327.77, -62.96, -88.47, 85.58, 6.13
32.37, 23333.98, -62.97, -88.48, 84.89, 6.10
32.33, 23340.13, -62.98, -88.49, 84.17, 6.07
32.30, 23346.17, -62.98, -88.49, 83.44, 6.03
32.27, 23352.16, -62.99, -88.50, 82.69, 5.99
32.24, 23358.09, -62.99, -88.51, 81.95, 5.95
32.21, 23363.98, -63.00, -88.51, 81.21, 5.91
32.18, 23369.81, -63.01, -88.52, 80.47, 5.86
32.15, 23375.49, -63.01, -88.53, 79.76, 5.82
32.12, 23381.13, -63.01, -88.54, 79.08, 5.78
32.09, 23386.90, -63.02, -88.54, 78.44, 5.73
32.06, 23392.88, -63.02, -88.54, 77.85, 5.69
32.03, 23399.03, -63.02, -88.55, 77.30, 5.64
31.99, 23405.24, -63.02, -88.55, 76.82, 5.60
31.96, 23411.28, -63.02, -88.56, 76.40, 5.56
31.93, 23417.02, -63.02, -88.56, 76.08, 5.52
31.90, 23422.58, -63.03, -88.58, 75.85, 5.49
31.87, 23428.12, -63.04, -88.59, 75.73, 5.46
31.84, 23433.80, -63.06, -88.61, 75.71, 5.43
31.81, 23439.69, -63.07, -88.62, 75.79, 5.41
31.78, 23445.72, -63.09, -88.64, 75.99, 5.39
31.75, 23451.67, -63.10, -88.66, 76.31, 5.38
31.72, 23457.40, -63.11, -88.67, 76.77, 5.37
31.69, 23462.93, -63.11, -88.67, 77.38, 5.37
31.67, 23468.41, -63.10, -88.67, 78.14, 5.37
31.64, 23473.94, -63.08, -88.66, 79.04, 5.37
31.61, 23479.39, -63.05, -88.65, 80.06, 5.39
31.58, 23484.63, -63.03, -88.63, 81.21, 5.41
31.56, 23489.74, -63.00, -88.62, 82.49, 5.44
31.53, 23494.92, -62.98, -88.61, 83.87, 5.47
31.50, 23500.31, -62.97, -88.61, 85.36, 5.52
31.47, 23506.04, -62.97, -88.61, 86.93, 5.57
31.44, 23512.19, -62.98, -88.63, 88.55, 5.64
31.41, 23518.65, -63.00, -88.65, 90.21, 5.71
31.37, 23525.04, -63.02, -88.66, 91.90, 5.78
31.34, 23531.16, -63.03, -88.68, 93.59, 5.87
31.32, 23537.16, -63.03, -88.69, 95.28, 5.95
31.28, 23543.25, -63.02, -88.69, 96.93, 6.05
31.25, 23549.38, -63.00, -88.68, 98.53, 6.14
31.22, 23555.29, -62.97, -88.67, 100.05, 6.23
31.19, 23560.87, -62.94, -88.65, 101.48, 6.33
31.17, 23566.27, -62.91, -88.64, 102.82, 6.42
31.14, 23571.71, -62.87, -88.62, 104.06, 6.50
31.11, 23577.19, -62.83, -88.60, 105.20, 6.59
31.08, 23582.55, -62.80, -88.59, 106.23, 6.66
31.06, 23587.78, -62.77, -88.58, 107.14, 6.73
31.03, 23593.06, -62.75, -88.57, 107.94, 6.78
31.00, 23598.48, -62.73, -88.57, 108.64, 6.82
30.98, 23604.02, -62.73, -88.58, 109.23, 6.86
30.95, 23609.64, -62.72, -88.59, 109.71, 6.88
30.92, 23615.20, -62.72, -88.60, 110.08, 6.88
30.89, 23620.59, -62.73, -88.62, 110.34, 6.88
30.87, 23625.93, -62.74, -88.65, 110.47, 6.86
30.84, 23631.40, -62.76, -88.67, 110.48, 6.84
30.81, 23637.04, -62.77, -88.70, 110.37, 6.80
30.78, 23642.69, -62.79, -88.73, 110.14, 6.76
30.75, 23648.22, -62.80, -88.75, 109.81, 6.71
30.73, 23653.68, -62.80, -88.77, 109.36, 6.66
30.70, 23659.23, -62.79, -88.79, 108.80, 6.61
30.67, 23664.80, -62.78, -88.80, 108.15, 6.55
30.64, 23670.12, -62.76, -88.81, 107.41, 6.50
30.62, 23675.06, -62.72, -88.80, 106.61, 6.45
30.60, 23679.84, -62.67, -88.78, 105.75, 6.41
30.57, 23684.90, -62.60, -88.75, 104.85, 6.38
30.54, 23690.38, -62.53, -88.71, 103.91, 6.35
30.52, 23696.14, -62.45, -88.67, 102.95, 6.33
30.49, 23701.95, -62.38, -88.64, 101.97, 6.32
30.46, 23707.63, -62.31, -88.61, 100.98, 6.32
30.43, 23713.10, -62.26, -88.59, 100.00, 6.33
30.41, 23718.63, -62.22, -88.57, 99.04, 6.35
30.38, 23724.42, -62.19, -88.57, 98.11, 6.38
30.35, 23730.34, -62.17, -88.58, 97.22, 6.42
30.32, 23736.09, -62.17, -88.59, 96.37, 6.47
30.29, 23741.45, -62.18, -88.61, 95.56, 6.53
30.27, 23746.40, -62.18, -88.63, 94.81, 6.59
30.25, 23751.36, -62.19, -88.64, 94.11, 6.66
30.22, 23756.78, -62.19, -88.65, 93.47, 6.73
30.19, 23762.78, -62.18, -88.66, 92.86, 6.81
30.16, 23769.15, -62.17, -88.66, 92.29, 6.88
30.12, 23775.45, -62.15, -88.65, 91.73, 6.96
30.09, 23781.23, -62.12, -88.64, 91.18, 7.03
30.07, 23786.42, -62.10, -88.63, 90.62, 7.10
30.05, 23791.39, -62.08, -88.62, 90.07, 7.17
30.02, 23796.52, -62.06, -88.61, 89.50, 7.24
30.00, 23801.87, -62.04, -88.60, 88.91, 7.30
29.97, 23807.31, -62.03, -88.60, 88.29, 7.36
29.94, 23812.74, -62.01, -88.59, 87.63, 7.42
29.92, 23818.20, -62.00, -88.59, 86.94, 7.47
29.89, 23823.84, -61.98, -88.58, 86.21, 7.52
29.86, 23829.64, -61.95, -88.56, 85.44, 7.57
29.83, 23835.43, -61.91, -88.54, 84.63, 7.61
29.81, 23841.06, -61.87, -88.52, 83.79, 7.64
29.78, 23846.61, -61.83, -88.49, 82.91, 7.67
29.75, 23852.17, -61.79, -88.47, 81.99, 7.70
29.73, 23857.67, -61.75, -88.45, 81.03, 7.73
29.70, 23863.08, -61.73, -88.44, 80.03, 7.75
29.68, 23868.46, -61.70, -88.43, 79.00, 7.77
29.65, 23873.88, -61.69, -88.43, 77.94, 7.79
29.62, 23879.29, -61.67, -88.42, 76.86, 7.80
29.60, 23884.59, -61.65, -88.42, 75.75, 7.82
29.57, 23889.67, -61.62, -88.41, 74.63, 7.83
29.55, 23894.63, -61.59, -88.40, 73.50, 7.84
29.53, 23899.77, -61.55, -88.38, 72.36, 7.85
29.50, 23905.28, -61.50, -88.35, 71.22, 7.85
29.47, 23911.16, -61.44, -88.32, 70.08, 7.84
29.44, 23917.29, -61.39, -88.28, 68.94, 7.84
29.41, 23923.41, -61.33, -88.25, 67.82, 7.83
29.39, 23929.20, -61.27, -88.22, 66.70, 7.81
29.36, 23934.78, -61.22, -88.19, 65.58, 7.79
29.33, 23940.48, -61.18, -88.17, 64.47, 7.76
29.30, 23946.37, -61.13, -88.14, 63.35, 7.72
29.28, 23952.35, -61.11, -88.13, 62.22, 7.68
29.25, 23958.34, -61.10, -88.13, 61.09, 7.63
29.22, 23964.24, -61.09, -88.13, 59.93, 7.57
29.19, 23969.86, -61.08, -88.13, 58.75, 7.51
29.17, 23975.25, -61.08, -88.14, 57.53, 7.44
29.15, 23980.66, -61.08, -88.14, 56.28, 7.36
29.12, 23986.28, -61.08, -88.15, 54.99, 7.28
29.09, 23992.15, -61.08, -88.15, 53.66, 7.19
29.06, 23998.14, -61.07, -88.15, 52.27, 7.11
29.03, 24004.18, -61.06, -88.15, 50.83, 7.01
29.01, 24010.33, -61.04, -88.14, 49.31, 6.92
28.98, 24016.63, -61.02, -88.13, 47.71, 6.82
28.95, 24022.95, -60.99, -88.12, 46.03, 6.73
28.92, 24029.08, -60.97, -88.12, 44.27, 6.63
28.89, 24034.96, -60.96, -88.11, 42.42, 6.54
28.86, 24040.71, -60.95, -88.11, 40.49, 6.45
28.84, 24046.43, -60.93, -88.11, 38.49, 6.36
28.81, 24052.18, -60.92, -88.11, 36.44, 6.27
28.78, 24058.00, -60.90, -88.11, 34.34, 6.20
28.76, 24063.88, -60.87, -88.10, 32.21, 6.13
28.73, 24069.83, -60.83, -88.08, 30.05, 6.07
28.70, 24075.90, -60.78, -88.05, 27.90, 6.01
28.67, 24082.13, -60.71, -88.01, 25.76, 5.97
28.64, 24088.39, -60.64, -87.97, 23.66, 5.93
28.61, 24094.47, -60.57, -87.93, 21.61, 5.90
28.59, 24100.31, -60.50, -87.88, 19.65, 5.87
28.56, 24106.04, -60.44, -87.84, 17.79, 5.85
28.53, 24111.80, -60.38, -87.81, 16.05, 5.83
28.51, 24117.66, -60.32, -87.77, 14.44, 5.81
28.48, 24123.68, -60.29, -87.75, 12.97, 5.80
28.45, 24129.89, -60.26, -87.73, 11.66, 5.78
28.42, 24136.13, -60.25, -87.73, 10.51, 5.77
28.40, 24142.21, -60.25, -87.73, 9.54, 5.75
28.37, 24148.19, -60.26, -87.73, 8.73, 5.72
28.34, 24154.21, -60.27, -87.74, 8.09, 5.70
28.31, 24160.35, -60.29, -87.76, 7.62, 5.67
28.29, 24166.64, -60.32, -87.77, 7.30, 5.63
28.26, 24173.00, -60.34, -87.79, 7.14, 5.59
28.23, 24179.30, -60.36, -87.80, 7.12, 5.54
28.20, 24185.37, -60.37, -87.81, 7.24, 5.49
28.17, 24191.07, -60.37, -87.81, 7.49, 5.43
28.15, 24196.48, -60.37, -87.81, 7.85, 5.36
28.13, 24201.98, -60.35, -87.81, 8.29, 5.29
28.10, 24207.92, -60.34, -87.80, 8.81, 5.21
28.07, 24214.27, -60.32, -87.79, 9.38, 5.12
28.04, 24220.76, -60.30, -87.79, 10.00, 5.02
28.01, 24227.05, -60.28, -87.78, 10.64, 4.92
27.98, 24232.98, -60.25, -87.77, 11.27, 4.82
27.96, 24238.59, -60.22, -87.77, 11.89, 4.70
27.94, 24244.19, -60.19, -87.76, 12.46, 4.58
27.91, 24249.98, -60.16, -87.75, 12.97, 4.45
27.88, 24255.94, -60.12, -87.75, 13.38, 4.31
27.86, 24262.03, -60.08, -87.74, 13.68, 4.16
27.83, 24268.30, -60.04, -87.73, 13.83, 4.00
27.80, 24274.71, -59.99, -87.71, 13.81, 3.84
27.77, 24281.06, -59.94, -87.69, 13.58, 3.66
27.74, 24287.16, -59.88, -87.66, 13.11, 3.48
27.72, 24293.07, -59.81, -87.63, 12.33, 3.30
27.69, 24299.00, -59.74, -87.60, 11.20, 3.10
27.67, 24305.09, -59.67, -87.56, 9.62, 2.90
27.64, 24311.34, -59.60, -87.53, 7.52, 2.70
27.61, 24317.62, -59.54, -87.50, 4.77, 2.50
27.58, 24323.75, -59.49, -87.47, 1.25, 2.31
27.56, 24329.80, -59.45, -87.45, 356.80, 2.12
27.53, 24335.83, -59.41, -87.43, 351.23, 1.95
27.50, 24341.80, -59.38, -87.40, 344.39, 1.80
27.48, 24347.61, -59.35, -87.38, 336.24, 1.68
27.45, 24353.31, -59.33, -87.36, 326.94, 1.60
27.43, 24359.08, -59.31, -87.34, 316.97, 1.58
27.40, 24364.95, -59.29, -87.32, 307.00, 1.60
27.37, 24370.77, -59.28, -87.31, 297.67, 1.67
27.35, 24376.50, -59.27, -87.29, 289.41, 1.78
27.33, 24382.30, -59.28, -87.28, 282.34, 1.91
27.30, 24388.30, -59.29, -87.27, 276.42, 2.07
27.27, 24394.42, -59.31, -87.27, 271.50, 2.23
27.24, 24400.50, -59.33, -87.27, 267.42, 2.41
27.22, 24406.54, -59.36, -87.28, 264.03, 2.58
27.19, 24412.63, -59.39, -87.28, 261.21, 2.75
27.17, 24418.72, -59.42, -87.28, 258.86, 2.92
27.14, 24424.67, -59.44, -87.28, 256.90, 3.08
27.11, 24430.33, -59.46, -87.28, 255.27, 3.23
27.09, 24435.73, -59.48, -87.28, 253.91, 3.37
27.07, 24441.18, -59.49, -87.27, 252.79, 3.49
27.04, 24446.97, -59.50, -87.26, 251.86, 3.60
27.02, 24452.97, -59.50, -87.25, 251.10, 3.70
26.99, 24458.97, -59.49, -87.23, 250.52, 3.78
26.97, 24464.89, -59.48, -87.21, 250.12, 3.84
26.94, 24470.77, -59.46, -87.19, 249.90, 3.89
26.92, 24476.54, -59.44, -87.17, 249.85, 3.92
26.89, 24482.19, -59.43, -87.15, 249.97, 3.94
26.87, 24487.83, -59.41, -87.13, 250.26, 3.95
26.84, 24493.56, -59.41, -87.12, 250.70, 3.95
26.82, 24499.38, -59.40, -87.11, 251.30, 3.94
26.79, 24505.26, -59.40, -87.10, 252.07, 3.91
26.77, 24511.21, -59.40, -87.10, 253.01, 3.88
26.74, 24517.17, -59.40, -87.09, 254.11, 3.83
26.72, 24523.10, -59.39, -87.07, 255.38, 3.78
26.69, 24528.96, -59.38, -87.06, 256.83, 3.72
26.67, 24534.66, -59.38, -87.04, 258.47, 3.66
26.64, 24540.23, -59.37, -87.02, 260.28, 3.59
26.62, 24545.98, -59.36, -87.00, 262.25, 3.52
26.59, 24552.00, -59.35, -86.98, 264.37, 3.45
26.57, 24558.04, -59.34, -86.96, 266.60, 3.38
26.54, 24563.93, -59.34, -86.94, 268.92, 3.31
26.52, 24569.67, -59.34, -86.93, 271.32, 3.25
26.50, 24575.31, -59.36, -86.92, 273.77, 3.19
26.47, 24580.95, -59.38, -86.91, 276.25, 3.13
26.45, 24586.58, -59.40, -86.91, 278.71, 3.07
26.42, 24592.16, -59.44, -86.91, 281.14, 3.02
26.40, 24597.74, -59.47, -86.92, 283.51, 2.97
26.38, 24603.35, -59.51, -86.92, 285.80, 2.92
26.35, 24608.97, -59.55, -86.93, 288.01, 2.87
26.33, 24614.73, -59.58, -86.93, 290.12, 2.81
26.30, 24620.72, -59.60, -86.92, 292.12, 2.76
26.28, 24626.82, -59.61, -86.91, 293.99, 2.71
26.25, 24632.86, -59.61, -86.88, 295.71, 2.65
26.23, 24638.72, -59.60, -86.86, 297.28, 2.59
26.20, 24644.44, -59.59, -86.83, 298.70, 2.53
26.18, 24650.04, -59.57, -86.80, 299.97, 2.47
26.16, 24655.51, -59.56, -86.77, 301.08, 2.41
26.14, 24660.87, -59.55, -86.75, 302.03, 2.35
26.11, 24666.28, -59.56, -86.74, 302.82, 2.29
26.09, 24671.86, -59.57, -86.73, 303.46, 2.23
26.06, 24677.56, -59.60, -86.74, 303.97, 2.18
26.04, 24683.28, -59.63, -86.75, 304.38, 2.12
26.02, 24689.07, -59.68, -86.77, 304.68, 2.07
25.99, 24694.99, -59.72, -86.80, 304.87, 2.02
25.97, 24700.96, -59.77, -86.82, 304.94, 1.98
25.94, 24706.90, -59.80, -86.83, 304.89, 1.94
25.92, 24712.69, -59.84, -86.85, 304.73, 1.91
25.90, 24718.33, -59.86, -86.85, 304.49, 1.89
25.87, 24723.99, -59.88, -86.86, 304.18, 1.88
25.85, 24729.74, -59.89, -86.86, 303.82, 1.87
25.82, 24735.50, -59.90, -86.85, 303.43, 1.88
25.80, 24741.30, -59.91, -86.84, 303.01, 1.89
25.78, 24747.17, -59.91, -86.83, 302.59, 1.90
25.75, 24753.07, -59.92, -86.82, 302.17, 1.93
25.73, 24758.91, -59.92, -86.82, 301.79, 1.96
25.70, 24764.58, -59.94, -86.81, 301.42, 1.99
25.68, 24770.10, -59.95, -86.81, 301.06, 2.03
25.66, 24775.66, -59.98, -86.82, 300.71, 2.08
25.64, 24781.44, -60.01, -86.82, 300.35, 2.13
25.61, 24787.46, -60.04, -86.83, 300.01, 2.18
25.58, 24793.58, -60.07, -86.84, 299.69, 2.24
25.56, 24799.56, -60.10, -86.85, 299.39, 2.30
25.54, 24805.35, -60.13, -86.86, 299.11, 2.36
25.51, 24810.94, -60.16, -86.87, 298.85, 2.43
25.49, 24816.37, -60.19, -86.89, 298.60, 2.49
25.47, 24821.79, -60.23, -86.90, 298.38, 2.56
25.45, 24827.35, -60.26, -86.93, 298.16, 2.63
25.42, 24833.11, -60.31, -86.95, 297.96, 2.70
25.40, 24838.98, -60.35, -86.98, 297.77, 2.76
25.38, 24844.80, -60.40, -87.02, 297.59, 2.82
25.35, 24850.52, -60.45, -87.06, 297.43, 2.89
25.33, 24856.11, -60.49, -87.10, 297.29, 2.94
25.31, 24861.55, -60.54, -87.13, 297.18, 3.00
25.29, 24866.86, -60.57, -87.17, 297.08, 3.05
25.26, 24872.09, -60.58, -87.20, 297.01, 3.09
25.24, 24877.33, -60.59, -87.22, 296.95, 3.13
25.22, 24882.69, -60.57, -87.24, 296.91, 3.16
25.20, 24888.26, -60.54, -87.24, 296.91, 3.18
25.18, 24893.99, -60.48, -87.24, 296.95, 3.19
25.15, 24899.62, -60.42, -87.23, 297.03, 3.19
25.13, 24904.96, -60.35, -87.22, 297.15, 3.18
25.11, 24910.11, -60.28, -87.22, 297.32, 3.15
25.09, 24915.30, -60.21, -87.22, 297.52, 3.10
25.07, 24920.60, -60.16, -87.24, 297.78, 3.04
25.05, 24925.92, -60.11, -87.27, 298.10, 2.96
25.03, 24931.18, -60.08, -87.31, 298.52, 2.85
25.01, 24936.40, -60.04, -87.36, 299.04, 2.73
24.98, 24941.66, -60.01, -87.41, 299.68, 2.59
24.96, 24946.96, -59.98, -87.46, 300.49, 2.43
24.94, 24952.17, -59.93, -87.51, 301.54, 2.24
24.92, 24957.31, -59.87, -87.55, 302.95, 2.03
24.90, 24962.49, -59.80, -87.58, 304.92, 1.81
24.88, 24967.79, -59.71, -87.59, 307.76, 1.56
24.86, 24973.22, -59.61, -87.60, 312.03, 1.30
24.84, 24978.75, -59.50, -87.60, 318.89, 1.04
24.81, 24984.24, -59.39, -87.60, 330.91, 0.79
24.79, 24989.56, -59.27, -87.59, 353.24, 0.60
24.77, 24994.78, -59.15, -87.58, 27.24, 0.55
24.75, 24999.88, -59.04, -87.56, 56.18, 0.70
24.73, 25004.75, -58.93, -87.55, 72.48, 0.96
24.72, 25009.33, -58.82, -87.53, 81.44, 1.26
24.70, 25013.80, -58.72, -87.51, 86.81, 1.58
24.68, 25018.36, -58.62, -87.48, 90.29, 1.90
24.66, 25023.15, -58.52, -87.45, 92.66, 2.20
24.64, 25028.21, -58.42, -87.41, 94.35, 2.50
24.62, 25033.34, -58.32, -87.37, 95.58, 2.77
24.60, 25038.37, -58.22, -87.32, 96.51, 3.02
24.58, 25043.33, -58.12, -87.26, 97.22, 3.25
24.56, 25048.34, -58.03, -87.21, 97.76, 3.44
24.54, 25053.29, -57.94, -87.15, 98.16, 3.61
24.52, 25057.99, -57.87, -87.10, 98.44, 3.73
24.51, 25062.49, -57.82, -87.06, 98.61, 3.82
24.49, 25066.96, -57.78, -87.03, 98.70, 3.87
24.47, 25071.52, -57.75, -86.99, 98.70, 3.88
24.45, 25076.28, -57.73, -86.97, 98.62, 3.85
24.43, 25081.28, -57.71, -86.94, 98.45, 3.79
24.41, 25086.43, -57.70, -86.92, 98.17, 3.70
24.39, 25091.62, -57.69, -86.90, 97.77, 3.57
24.37, 25096.83, -57.69, -86.88, 97.20, 3.42
24.35, 25102.11, -57.68, -86.86, 96.46, 3.25
24.33, 25107.38, -57.67, -86.84, 95.51, 3.06
24.31, 25112.57, -57.65, -86.81, 94.31, 2.86
24.29, 25117.76, -57.62, -86.78, 92.79, 2.65
24.27, 25123.01, -57.58, -86.74, 90.86, 2.45
24.25, 25128.25, -57.52, -86.69, 88.42, 2.24
24.23, 25133.45, -57.46, -86.64, 85.38, 2.05
24.21, 25138.63, -57.40, -86.60, 81.66, 1.88
24.19, 25143.85, -57.35, -86.56, 77.24, 1.73
24.17, 25149.23, -57.30, -86.53, 72.18, 1.61
24.15, 25154.79, -57.27, -86.51, 66.66, 1.52
24.13, 25160.34, -57.23, -86.49, 60.98, 1.47
24.11, 25165.67, -57.20, -86.48, 55.54, 1.46
